State,County,Life Expectancy,Population,% Rural,Premature Deaths,% Smoking,% Obesity,% Physical Inactivy,% Excessive Drinking,% Uninsured,PCP Number,PCP Rate,MHP Number,MHP Rate,Preventable Hospital Rate,% Mammogram,% Flu Vaccine,% Unemployed,Median Household Income
Illinois,Iroquois,76.203362577,27114,21320,501.0,22,30,26,21,7.0,11.0,40.0,75.0,277.0,4124.0,43.0,39.0,"4,2",51542
Illinois,Jackson,78.233175749,56750,22381,712.0,22,25,20,19,8.0,76.0,132.0,152.0,268.0,4848.0,42.0,42.0,"3,8",37308
Illinois,Jasper,81.116588746,9610,6775,93.0,22,24,20,22,7.0,2.0,21.0,37.0,385.0,3906.0,50.0,37.0,"4,2",59980
Illinois,Jefferson,75.978388374,37684,22819,609.0,23,38,25,20,7.0,22.0,58.0,91.0,241.0,4979.0,45.0,46.0,"4,6",50531
Illinois,Jersey,76.218327579,21773,13922,356.0,20,32,33,23,5.0,9.0,41.0,16.0,73.0,6384.0,45.0,40.0,"4,4",63351
Illinois,Jo Daviess,81.018965008,21235,16462,242.0,19,26,23,23,7.0,10.0,47.0,18.0,85.0,4802.0,49.0,48.0,"4,1",62522
Illinois,Johnson,78.199330343,12417,12582,204.0,23,23,22,22,6.0,1.0,8.0,95.0,765.0,5381.0,39.0,43.0,"6,0",55022
Illinois,Kane,81.595588278,532403,18335,4377.0,16,28,14,20,10.0,219.0,41.0,1445.0,271.0,4696.0,41.0,52.0,"4,4",84311
Illinois,Kankakee,76.998216094,109862,27746,1591.0,21,38,33,20,7.0,42.0,38.0,167.0,152.0,5806.0,45.0,49.0,"5,0",60763
Illinois,Kendall,81.883179663,128990,11955,839.0,15,35,20,23,6.0,47.0,37.0,132.0,102.0,3890.0,44.0,55.0,"3,3",105586
Illinois,Knox,77.268801556,49699,12870,820.0,23,35,28,22,7.0,26.0,52.0,91.0,183.0,4139.0,48.0,51.0,"5,0",43404
Illinois,Lake,81.579815793,696535,8915,5780.0,15,25,20,21,7.0,779.0,111.0,2074.0,298.0,4568.0,44.0,55.0,"4,1",92638
Illinois,LaSalle,76.85338253,108669,34422,1640.0,22,32,27,21,6.0,43.0,39.0,104.0,96.0,4146.0,45.0,48.0,"5,3",59528
Illinois,Lawrence,75.736444482,15678,9766,264.0,24,30,26,21,7.0,4.0,25.0,37.0,236.0,5863.0,39.0,48.0,"5,2",47114
Illinois,Lee,78.576778759,34096,19173,512.0,21,35,26,22,6.0,24.0,70.0,166.0,487.0,4615.0,40.0,45.0,"4,0",57619
Illinois,Livingston,76.896720369,35648,15893,561.0,22,30,26,21,6.0,16.0,45.0,48.0,135.0,3339.0,51.0,52.0,"4,1",54422
Illinois,Logan,77.48896321,28618,12081,399.0,20,35,26,21,6.0,9.0,31.0,23.0,80.0,4015.0,51.0,41.0,"4,3",53806
Illinois,McDonough,77.96572199,29682,9622,359.0,20,36,24,21,7.0,15.0,50.0,62.0,209.0,4738.0,37.0,49.0,"4,7",49048
Illinois,McHenry,80.723400786,307774,30501,2841.0,16,33,20,24,7.0,154.0,50.0,630.0,205.0,5028.0,42.0,53.0,"3,3",89379
Illinois,McLean,79.952918719,171517,27974,1556.0,17,31,21,21,5.0,96.0,56.0,454.0,265.0,4149.0,55.0,58.0,"3,8",69230
Illinois,Macon,77.257533562,104009,16905,1638.0,21,36,28,21,6.0,89.0,85.0,160.0,154.0,5477.0,47.0,49.0,"5,3",52259
Illinois,Macoupin,77.313348429,44926,27949,665.0,21,24,22,21,6.0,11.0,24.0,26.0,58.0,4893.0,45.0,38.0,"4,3",54174
Illinois,Madison,76.525241393,262966,35924,3971.0,21,36,27,23,6.0,121.0,46.0,450.0,171.0,5086.0,44.0,52.0,"3,9",66591
Illinois,Marion,74.603727587,37205,17769,700.0,23,24,33,21,7.0,13.0,35.0,122.0,328.0,6958.0,41.0,48.0,"4,5",52291
Illinois,Marshall,76.80536608,11438,12640,205.0,21,25,24,22,6.0,1.0,9.0,309.07331166486097,172.59552184904297,3829.0,43.0,44.0,"4,8",63628
Illinois,Mason,76.339165285,13359,11364,252.0,23,28,24,22,6.0,3.0,22.0,4.0,30.0,3892.0,44.0,38.0,"5,3",51967
Illinois,Massac,75.560560953,13772,7793,267.0,24,35,30,20,6.0,3.0,21.0,44.0,319.0,5426.0,45.0,47.0,"5,6",54159
Illinois,Menard,79.449466418,12196,9617,162.0,20,27,21,22,5.0,5.0,41.0,5.0,41.0,4586.0,45.0,40.0,"3,8",77306
Illinois,Mercer,77.967562796,15437,12779,225.0,21,34,22,23,5.0,1.0,6.0,2.0,13.0,3501.0,45.0,46.0,"5,0",62241
Illinois,Monroe,81.597755837,34637,13631,303.0,17,32,19,24,4.0,13.0,38.0,48.0,139.0,5375.0,53.0,52.0,"3,1",90904
Illinois,Montgomery,77.500800968,28414,12530,414.0,23,31,27,21,6.0,14.0,49.0,21.0,74.0,4632.0,45.0,31.0,"5,2",51665
Illinois,Morgan,77.393745259,33658,12878,530.0,22,38,29,22,5.0,13.0,38.0,36.0,107.0,4733.0,46.0,44.0,"4,0",55937
Illinois,Moultrie,78.26941794,14501,10279,171.0,22,24,23,23,9.0,5.0,34.0,19.0,131.0,6119.0,46.0,47.0,"3,3",65472
Illinois,Ogle,78.690819566,50643,25197,676.0,20,37,31,22,7.0,31.0,61.0,76.0,150.0,4208.0,39.0,51.0,"4,8",63565
Illinois,Peoria,77.406270872,179179,27313,2510.0,19,39,22,19,7.0,222.0,123.0,449.0,251.0,4056.0,48.0,52.0,"5,1",57717
Illinois,Perry,77.844816375,20916,9754,312.0,24,28,23,21,6.0,11.0,52.0,40.0,191.0,4986.0,39.0,34.0,"5,1",56880
Illinois,Piatt,79.592483901,16344,11319,175.0,18,25,24,23,5.0,9.0,55.0,10.0,61.0,3030.0,51.0,49.0,"3,6",72265
Illinois,Pike,76.592225503,15561,11880,255.0,24,29,25,21,7.0,9.0,58.0,14.0,90.0,4586.0,42.0,22.0,"4,3",54309
Illinois,Putnam,79.881357283,5739,6006,1387.7775761973876,20,26,19,23,6.0,1.0,17.0,309.07331166486097,172.59552184904297,3880.0,47.0,46.0,"5,0",74367
Illinois,Randolph,77.70374106,31782,14275,469.0,24,38,23,22,6.0,15.0,47.0,36.0,113.0,5439.0,42.0,31.0,"3,7",58444
Illinois,Richland,77.98416933,15513,7056,237.0,22,22,20,21,7.0,8.0,51.0,72.0,464.0,5121.0,42.0,49.0,"4,1",49775
Illinois,Rock Island,78.095935447,141879,16112,1975.0,21,35,23,21,7.0,74.0,52.0,326.0,230.0,4723.0,51.0,54.0,"4,9",57772
Illinois,St. Clair,76.306899106,259686,26343,3898.0,19,37,32,19,6.0,155.0,59.0,335.0,129.0,5982.0,42.0,45.0,"4,5",57726
Illinois,Saline,73.401608415,23491,10878,506.0,24,27,35,20,6.0,15.0,63.0,52.0,221.0,6452.0,36.0,23.0,"5,3",48547
Illinois,Sangamon,78.028502207,194672,27895,2639.0,20,34,22,22,5.0,239.0,122.0,467.0,240.0,5102.0,46.0,52.0,"4,0",61768
Illinois,Schuyler,76.771796011,6768,4348,121.0,23,25,22,21,7.0,2.0,29.0,6.0,89.0,4028.0,42.0,40.0,"4,2",56015
Illinois,Shelby,79.650919409,21634,17383,306.0,22,31,27,21,5.0,6.0,28.0,8.0,37.0,6085.0,46.0,46.0,"3,9",61376
Illinois,Stark,75.796153846,5342,5994,92.0,23,23,23,21,6.0,1.0,18.0,309.07331166486097,172.59552184904297,2311.0,41.0,43.0,"5,7",54804
Illinois,Stephenson,79.078107377,44498,19129,613.0,21,38,24,21,6.0,20.0,45.0,95.0,213.0,4334.0,37.0,51.0,"4,4",51786
Illinois,Tazewell,78.826368992,131803,27645,1680.0,19,30,26,22,5.0,63.0,48.0,249.0,189.0,4153.0,45.0,55.0,"4,4",66206
Illinois,Union,75.381684802,16653,11730,310.0,23,31,25,21,7.0,12.0,71.0,25.0,150.0,5381.0,45.0,52.0,"5,7",51575
Illinois,Vermilion,74.888018642,75758,25513,1393.0,24,43,29,20,7.0,31.0,40.0,236.0,312.0,6683.0,40.0,34.0,"5,1",46295
Illinois,Wabash,80.019502592,11520,4647,143.0,21,28,21,22,6.0,5.0,43.0,34.0,295.0,4895.0,43.0,34.0,"3,8",54249
Illinois,Warren,77.981055148,16844,8053,240.0,21,38,30,21,7.0,7.0,41.0,3.0,18.0,4417.0,47.0,40.0,"4,1",53621
Illinois,Washington,80.389159524,13887,10838,150.0,20,31,27,23,5.0,2.0,14.0,21.0,151.0,3628.0,47.0,47.0,"2,5",64297
Illinois,Wayne,77.245918798,16215,11721,242.0,23,29,25,21,7.0,7.0,43.0,18.0,111.0,1855.0,40.0,43.0,"4,8",51829
Illinois,White,75.327810082,13537,9097,255.0,23,29,20,21,7.0,4.0,29.0,16.0,118.0,5915.0,38.0,43.0,"3,8",51388
Illinois,Whiteside,78.166660636,55175,21845,808.0,21,36,26,22,6.0,33.0,59.0,80.0,145.0,4101.0,43.0,48.0,"4,3",50880
Illinois,Will,79.786568592,690743,26624,6537.0,16,34,21,22,6.0,382.0,55.0,867.0,126.0,5660.0,43.0,49.0,"3,8",90249
Illinois,Williamson,77.334351104,66597,23091,1006.0,21,29,27,22,6.0,54.0,81.0,153.0,230.0,6918.0,43.0,42.0,"4,3",56958
Illinois,Winnebago,76.704104715,282572,23368,4349.0,21,30,25,19,8.0,212.0,75.0,571.0,202.0,4700.0,42.0,51.0,"5,7",59510
Illinois,Woodford,79.848078921,38459,21221,375.0,18,31,21,24,5.0,20.0,52.0,11.0,29.0,3025.0,48.0,47.0,"3,7",77117
Indiana,Adams,78.931299533,35777,18457,390.0,26,36,31,17,12.0,14.0,39.0,17.0,48.0,4220.0,37.0,48.0,"2,7",53532
Indiana,Allen,77.246448972,379299,42212,4825.0,22,34,23,16,10.0,263.0,70.0,736.0,194.0,5105.0,43.0,52.0,"3,1",56838
Indiana,Bartholomew,78.282610989,83779,25882,1041.0,21,32,25,16,10.0,59.0,71.0,132.0,158.0,4765.0,39.0,59.0,"2,5",71181
Indiana,Blackford,75.657104567,11758,6461,212.0,26,29,28,18,9.0,8.0,67.0,3.0,26.0,4059.0,37.0,53.0,"4,0",46811
Indiana,Boone,78.624015035,67843,19487,664.0,17,27,21,21,7.0,142.0,212.0,77.0,113.0,3542.0,45.0,59.0,"2,5",84137
Indiana,Brown,79.0754115,15092,15242,240.0,22,32,23,19,11.0,5.0,33.0,9.0,60.0,3140.0,37.0,50.0,"3,0",59617
Indiana,Carroll,80.054237683,20257,16407,237.0,23,41,31,18,10.0,3.0,15.0,15.0,74.0,4171.0,36.0,53.0,"3,0",58965
Indiana,Cass,76.34811548,37689,17405,578.0,24,35,30,17,12.0,16.0,42.0,97.0,257.0,4520.0,43.0,53.0,"3,5",51777
Indiana,Clark,75.289408171,118302,22614,1967.0,23,38,28,18,9.0,50.0,43.0,263.0,222.0,5973.0,44.0,51.0,"3,3",59441
Indiana,Clay,76.0898742,26225,16373,411.0,24,34,34,18,8.0,11.0,42.0,12.0,46.0,5223.0,34.0,45.0,"3,5",54349
Indiana,Clinton,76.259830293,32399,16540,466.0,23,37,34,17,12.0,5.0,16.0,14.0,43.0,3561.0,41.0,57.0,"2,7",55336
Indiana,Daviess,76.989483153,33351,19078,437.0,27,30,29,17,17.0,16.0,48.0,25.0,75.0,5558.0,43.0,37.0,"2,6",56611
Indiana,Dearborn,77.501015138,49458,26554,741.0,23,32,25,19,7.0,23.0,46.0,60.0,121.0,5407.0,43.0,55.0,"3,6",71351
Indiana,Decatur,76.787077643,26559,13847,373.0,23,34,31,18,8.0,15.0,56.0,9.0,34.0,5330.0,40.0,36.0,"2,9",60891
Indiana,DeKalb,77.318234962,43475,17860,577.0,23,31,21,17,8.0,20.0,46.0,28.0,64.0,4537.0,42.0,51.0,"2,8",59714
Indiana,Delaware,74.769223768,114135,26843,1873.0,25,34,28,16,9.0,126.0,110.0,330.0,289.0,5365.0,41.0,56.0,"3,9",45912
Indiana,Dubois,79.530186495,42736,20629,480.0,21,32,23,18,8.0,36.0,85.0,52.0,122.0,2590.0,43.0,50.0,"2,4",63869
Indiana,Elkhart,78.661978689,206341,40672,2392.0,23,34,28,18,15.0,102.0,50.0,296.0,143.0,3517.0,40.0,53.0,"3,1",55782
Indiana,Fayette,72.973266339,23102,8930,469.0,28,39,28,17,10.0,14.0,61.0,19.0,82.0,4394.0,37.0,49.0,"4,7",48499
Indiana,Floyd,76.199494679,78522,15160,1167.0,22,32,27,19,8.0,51.0,66.0,113.0,144.0,5029.0,48.0,53.0,"3,2",64614
Indiana,Fountain,75.70991493,16346,11370,274.0,25,34,32,18,9.0,3.0,18.0,12.0,73.0,5129.0,42.0,43.0,"3,5",55337
Indiana,Franklin,78.88316463,22758,20515,292.0,24,36,30,19,8.0,18.0,79.0,8.0,35.0,5171.0,43.0,50.0,"3,4",67315
Indiana,Fulton,75.774484146,19974,13527,358.0,25,35,30,19,11.0,9.0,45.0,19.0,95.0,3073.0,36.0,50.0,"3,2",55011
Indiana,Gibson,77.011185064,33659,17964,497.0,23,34,25,18,7.0,11.0,33.0,8.0,24.0,4695.0,49.0,57.0,"2,5",61872
Indiana,Grant,74.470693725,65769,20257,1245.0,26,37,32,15,9.0,28.0,42.0,168.0,255.0,5857.0,42.0,51.0,"3,7",47509
Indiana,Greene,75.985616184,31922,24822,570.0,25,40,39,17,9.0,10.0,31.0,21.0,66.0,6464.0,38.0,47.0,"4,1",51918
Indiana,Hamilton,81.982576725,338011,15473,2200.0,14,26,17,21,5.0,480.0,145.0,508.0,150.0,3033.0,51.0,61.0,"2,5",107710
Indiana,Hancock,79.085412398,78168,21313,910.0,19,38,24,18,7.0,64.0,84.0,64.0,82.0,3490.0,52.0,60.0,"2,8",77905
Indiana,Harrison,77.507462756,40515,33793,616.0,24,39,29,19,8.0,18.0,45.0,11.0,27.0,4280.0,46.0,54.0,"3,2",64270
Indiana,Hendricks,79.62638313,170311,25958,1521.0,17,32,21,16,7.0,78.0,47.0,168.0,99.0,3594.0,50.0,57.0,"2,7",85827
Indiana,Henry,75.766967758,47972,21197,843.0,25,31,28,18,8.0,19.0,39.0,42.0,88.0,5417.0,40.0,39.0,"3,3",49293
Indiana,Howard,74.487423665,82544,17821,1546.0,25,35,34,17,8.0,49.0,59.0,165.0,200.0,4462.0,45.0,49.0,"4,0",54048
Indiana,Huntington,77.71132309,36520,18917,482.0,24,39,27,18,9.0,20.0,55.0,30.0,82.0,4607.0,44.0,55.0,"3,3",54565
Indiana,Jackson,75.235267431,44231,18532,677.0,26,36,30,17,10.0,25.0,57.0,37.0,84.0,3051.0,40.0,54.0,"2,6",59472
Indiana,Jasper,77.647547146,33562,22778,466.0,23,36,27,19,10.0,8.0,24.0,15.0,45.0,4143.0,34.0,47.0,"3,7",65352
Indiana,Jay,75.134196929,20436,11828,338.0,28,34,27,17,11.0,8.0,39.0,19.0,93.0,3833.0,40.0,50.0,"3,0",49447
Indiana,Jefferson,75.520360136,32308,14624,554.0,24,33,25,19,9.0,18.0,56.0,34.0,105.0,5051.0,42.0,54.0,"3,4",53378
Indiana,Jennings,74.004667776,27735,17171,548.0,27,42,35,18,9.0,11.0,40.0,26.0,94.0,3599.0,38.0,49.0,"3,3",55022
Indiana,Johnson,78.152509516,158167,19407,1688.0,21,33,25,20,9.0,125.0,80.0,142.0,90.0,4496.0,45.0,55.0,"2,7",74427
Indiana,Knox,75.345945582,36594,13921,617.0,26,35,33,18,9.0,30.0,81.0,62.0,169.0,5458.0,41.0,52.0,"3,1",48760
Indiana,Kosciusko,78.377380291,79456,36047,991.0,22,35,29,18,11.0,30.0,38.0,138.0,174.0,4896.0,44.0,51.0,"2,8",64677
Indiana,LaGrange,78.8787727,39614,34015,392.0,29,35,26,18,25.0,9.0,23.0,18.0,45.0,3657.0,38.0,49.0,"2,8",70746
Indiana,Lake,76.303058712,485493,19682,7401.0,21,38,27,17,9.0,252.0,52.0,905.0,186.0,6828.0,39.0,43.0,"4,9",57280
Indiana,LaPorte,76.260870743,109888,39713,1810.0,26,37,30,18,9.0,43.0,39.0,109.0,99.0,5579.0,39.0,51.0,"4,3",56427
Indiana,Lawrence,76.620921183,45370,26964,741.0,25,33,30,17,9.0,19.0,42.0,36.0,79.0,3278.0,49.0,49.0,"3,6",56261
Indiana,Madison,75.713294641,129569,30393,2195.0,26,40,32,16,9.0,62.0,48.0,175.0,135.0,5107.0,43.0,55.0,"3,7",54145
Indiana,Marion,75.981103674,964582,5422,13695.0,22,33,27,19,12.0,791.0,83.0,2906.0,301.0,4873.0,43.0,52.0,"3,3",50707
Indiana,Marshall,78.917194427,46258,29805,561.0,24,43,33,17,13.0,21.0,45.0,47.0,102.0,4076.0,37.0,52.0,"3,1",53695
Indiana,Martin,77.786704289,10255,7470,148.0,25,46,39,18,9.0,2.0,20.0,2.0,20.0,2512.0,37.0,29.0,"2,6",56735
Indiana,Miami,77.159303542,35516,17155,550.0,27,38,37,18,10.0,7.0,20.0,22.0,62.0,4542.0,42.0,44.0,"3,9",53658
Indiana,Monroe,80.471967575,148431,29317,1247.0,21,25,21,17,10.0,87.0,59.0,389.0,262.0,3129.0,45.0,55.0,"3,3",53113
Indiana,Montgomery,77.178001619,38338,20112,553.0,24,29,29,18,10.0,15.0,39.0,41.0,107.0,3908.0,51.0,58.0,"3,1",54366
Indiana,Morgan,76.392622423,70489,33853,1089.0,25,38,28,17,9.0,31.0,44.0,41.0,58.0,3156.0,45.0,55.0,"3,1",63414
Indiana,Newton,76.375356104,13984,14244,245.0,27,33,34,18,13.0,1.0,7.0,1.0,7.0,5499.0,35.0,43.0,"4,1",61457
Indiana,Noble,76.798943646,47744,32348,660.0,24,37,27,19,11.0,13.0,27.0,45.0,94.0,5063.0,41.0,51.0,"3,1",60980
Indiana,Ohio,78.745299549,5875,6128,102.0,23,28,27,20,7.0,1.0,17.0,309.07331166486097,172.59552184904297,3876.0,36.0,53.0,"3,5",58294
Indiana,Orange,75.936144384,19646,16558,329.0,27,34,27,17,10.0,9.0,46.0,12.0,61.0,1902.0,35.0,41.0,"3,5",47931
Indiana,Owen,76.125751381,20799,21575,357.0,27,32,25,18,11.0,2.0,10.0,20.0,96.0,4203.0,37.0,49.0,"4,0",53387
Indiana,Parke,79.670081075,16937,13000,226.0,26,35,35,17,12.0,4.0,24.0,10.0,59.0,4726.0,35.0,50.0,"3,8",51554
Indiana,Perry,77.559201037,19169,10644,278.0,25,39,28,18,8.0,10.0,52.0,14.0,73.0,2270.0,38.0,41.0,"3,3",53908
Indiana,Pike,77.483366656,12389,12845,203.0,25,42,31,18,9.0,1.0,8.0,5.0,40.0,3371.0,39.0,36.0,"3,3",52378
Indiana,Porter,78.264378108,170389,34106,2188.0,21,33,23,21,8.0,107.0,63.0,297.0,174.0,5243.0,39.0,50.0,"3,7",74064
Indiana,Posey,79.126720408,25427,17298,349.0,22,34,33,19,6.0,8.0,31.0,3.0,12.0,5491.0,53.0,63.0,"2,7",68435
Indiana,Pulaski,74.574764384,12353,10848,229.0,25,35,24,18,10.0,5.0,40.0,8.0,65.0,4992.0,34.0,31.0,"3,1",52432
Indiana,Putnam,78.178777397,37576,24601,472.0,23,31,29,19,8.0,12.0,32.0,30.0,80.0,5078.0,41.0,48.0,"3,5",64098
Indiana,Randolph,74.966603754,24665,16191,440.0,26,33,28,18,10.0,5.0,20.0,9.0,36.0,4155.0,39.0,40.0,"3,7",50496
Indiana,Ripley,76.923786211,28324,23989,436.0,23,31,35,18,9.0,1.0,4.0,17.0,60.0,4376.0,45.0,51.0,"3,3",61219
Indiana,Rush,76.693923642,16581,10637,253.0,26,30,25,18,10.0,6.0,36.0,16.0,96.0,5416.0,44.0,54.0,"2,7",54371
Indiana,St. Joseph,76.907833861,271826,24028,3782.0,21,35,26,17,10.0,252.0,93.0,645.0,237.0,4007.0,40.0,53.0,"3,6",53881
Indiana,Scott,71.897629449,23873,12747,543.0,27,34,28,17,9.0,11.0,46.0,11.0,46.0,6723.0,38.0,48.0,"3,6",50571
Indiana,Shelby,76.307980593,44729,23128,666.0,24,37,29,17,8.0,15.0,34.0,43.0,96.0,6170.0,45.0,40.0,"2,9",59798
Indiana,Spencer,78.629409523,20277,20952,287.0,24,36,28,19,9.0,7.0,34.0,5.0,25.0,3718.0,44.0,53.0,"3,1",59183
Indiana,Starke,74.758555459,22995,19247,426.0,27,33,28,18,10.0,4.0,17.0,7.0,30.0,5774.0,27.0,36.0,"4,3",54001
Indiana,Steuben,80.087965677,34594,22989,454.0,23,30,27,19,10.0,9.0,26.0,28.0,81.0,4204.0,41.0,51.0,"2,7",59444
Indiana,Sullivan,76.486869699,20669,16957,358.0,26,37,28,19,10.0,8.0,39.0,8.0,39.0,6027.0,29.0,49.0,"4,3",53375
Indiana,Tippecanoe,79.447248776,195732,25055,1699.0,20,30,24,17,10.0,133.0,69.0,288.0,147.0,3905.0,45.0,57.0,"2,9",51228
Indiana,Tipton,78.424096425,15148,9817,203.0,22,37,21,19,9.0,5.0,33.0,9.0,59.0,4027.0,40.0,59.0,"2,7",69960
Indiana,Union,76.050310303,7054,7516,124.0,25,28,23,18,9.0,1.0,14.0,309.07331166486097,172.59552184904297,6067.0,36.0,54.0,"3,3",53866
Indiana,Vanderburgh,76.270434806,181451,16474,2825.0,23,34,29,20,10.0,155.0,86.0,398.0,219.0,5153.0,49.0,58.0,"3,1",51603
Indiana,Vermillion,75.110433472,15498,9787,302.0,25,36,29,19,8.0,6.0,39.0,12.0,77.0,7412.0,31.0,44.0,"5,2",50723
Indiana,Vigo,75.843151053,107038,25623,1710.0,25,34,30,17,10.0,95.0,88.0,173.0,162.0,7068.0,34.0,54.0,"4,3",48082
Indiana,Wabash,76.020187864,30996,16439,498.0,24,34,26,18,9.0,13.0,42.0,82.0,265.0,4647.0,45.0,43.0,"3,1",59874
Indiana,Warrick,78.302042257,62998,17493,799.0,20,36,29,18,7.0,99.0,158.0,36.0,57.0,5100.0,51.0,60.0,"2,9",79644
Indiana,Washington,75.110254555,28036,21718,493.0,26,38,35,18,10.0,7.0,25.0,11.0,39.0,3150.0,42.0,46.0,"3,3",51948
Indiana,Wayne,73.266738864,65884,22777,1335.0,25,36,33,19,11.0,38.0,58.0,318.0,483.0,5936.0,38.0,48.0,"3,6",47885
Indiana,Wells,77.61622916,28296,13973,381.0,23,32,30,18,8.0,16.0,57.0,15.0,53.0,5430.0,48.0,49.0,"2,7",61636
Indiana,White,76.455185989,24102,16749,378.0,23,30,33,19,12.0,8.0,33.0,10.0,41.0,2956.0,46.0,53.0,"2,7",58295
Indiana,Whitley,79.411116287,33964,23692,415.0,21,31,30,19,8.0,20.0,59.0,34.0,100.0,4622.0,44.0,53.0,"2,9",67347
Iowa,Adair,78.663575723,7152,7682,97.0,20,29,25,25,5.0,3.0,42.0,309.07331166486097,172.59552184904297,2454.0,46.0,39.0,"2,4",57977
Iowa,Adams,79.80209226,3602,4029,1387.7775761973876,20,37,25,25,7.0,1.0,27.0,1.0,28.0,1445.0,51.0,53.0,"1,7",53385
Iowa,Allamakee,78.119462753,13687,10599,190.0,20,41,24,23,9.0,8.0,58.0,3.0,22.0,2119.0,56.0,43.0,"3,5",56240
Iowa,Appanoose,77.130755636,12426,7507,205.0,21,45,34,23,6.0,9.0,72.0,15.0,121.0,3752.0,43.0,39.0,"3,6",41672
Iowa,Audubon,76.377317037,5496,6119,90.0,20,32,21,25,7.0,4.0,73.0,309.07331166486097,172.59552184904297,1395.0,45.0,37.0,"2,5",53197
Iowa,Benton,80.068785586,25645,21032,300.0,20,37,24,27,5.0,5.0,19.0,6.0,23.0,4278.0,53.0,33.0,"3,0",70023
Iowa,Black Hawk,78.410039851,131228,17672,1573.0,19,31,22,26,6.0,122.0,92.0,242.0,184.0,3315.0,55.0,60.0,"3,2",60010
Iowa,Boone,79.453560622,26234,13320,300.0,18,39,23,24,5.0,14.0,53.0,19.0,72.0,4987.0,49.0,61.0,"2,4",63975
Iowa,Bremer,82.006315195,25062,15655,224.0,16,35,21,26,4.0,14.0,56.0,37.0,148.0,3637.0,55.0,51.0,"2,3",67229
Iowa,Buchanan,79.128564606,21175,14364,263.0,19,39,28,26,5.0,10.0,47.0,24.0,113.0,3093.0,46.0,38.0,"2,8",67906
Iowa,Buena Vista,81.558315467,19620,8896,162.0,20,36,27,22,10.0,10.0,50.0,8.0,41.0,2822.0,47.0,51.0,"2,1",57048
Iowa,Butler,77.673969597,14439,14867,213.0,19,33,26,25,5.0,2.0,14.0,8.0,55.0,4506.0,55.0,47.0,"3,2",57080
Iowa,Calhoun,78.862449791,9668,9670,145.0,20,35,33,25,6.0,7.0,72.0,2.0,21.0,3554.0,47.0,43.0,"2,6",57007
Iowa,Carroll,80.059155891,20165,10832,213.0,19,37,24,26,5.0,18.0,89.0,20.0,99.0,3021.0,53.0,63.0,"1,9",61379
Iowa,Cass,76.203565605,12836,7485,215.0,21,33,25,22,7.0,7.0,54.0,50.0,390.0,1514.0,45.0,32.0,"2,8",53692
Iowa,Cedar,82.380429269,18627,15432,165.0,18,41,25,26,4.0,4.0,21.0,9.0,48.0,2846.0,53.0,44.0,"2,5",71029
Iowa,Cerro Gordo,78.379245304,42450,9092,598.0,18,34,20,22,5.0,67.0,157.0,124.0,292.0,4178.0,57.0,60.0,"2,7",54589
Iowa,Cherokee,79.995657096,11235,7410,149.0,19,35,24,25,6.0,8.0,71.0,15.0,134.0,5164.0,52.0,43.0,"2,5",59901
Iowa,Chickasaw,78.897905389,11933,9147,136.0,19,31,23,26,7.0,7.0,59.0,6.0,50.0,3739.0,51.0,55.0,"2,9",60111
Iowa,Clarke,76.172009237,9395,4467,154.0,20,40,27,23,6.0,4.0,42.0,3.0,32.0,4359.0,46.0,39.0,"2,9",57708
Iowa,Clay,80.535668972,16016,5715,198.0,19,30,25,24,5.0,14.0,87.0,62.0,387.0,4199.0,47.0,58.0,"2,8",57174
Iowa,Clayton,80.972209346,17549,17512,213.0,20,41,29,25,6.0,5.0,28.0,3.0,17.0,4264.0,51.0,42.0,"3,7",53223
Iowa,Clinton,77.862556189,46429,15832,675.0,20,35,29,28,5.0,25.0,54.0,67.0,144.0,3506.0,49.0,58.0,"3,7",56865
Iowa,Crawford,78.978223074,16820,8856,194.0,20,37,30,23,11.0,3.0,17.0,11.0,65.0,4472.0,51.0,45.0,"3,6",58077
Iowa,Dallas,82.329652856,93453,20228,644.0,13,30,18,25,4.0,43.0,48.0,33.0,35.0,2269.0,54.0,59.0,"2,0",97535
Iowa,Davis,79.058337865,9000,8753,112.0,21,31,27,24,11.0,3.0,33.0,1.0,11.0,2598.0,41.0,49.0,"2,9",57150
Iowa,Decatur,77.569256195,7870,8457,102.0,22,35,29,22,8.0,2.0,25.0,21.0,267.0,3365.0,42.0,40.0,"2,2",44873
Iowa,Delaware,80.271004314,17011,12696,177.0,20,35,24,27,6.0,10.0,59.0,16.0,94.0,1112.0,55.0,34.0,"2,4",70091
Iowa,Des Moines,78.365021801,38967,10781,523.0,22,36,26,26,5.0,26.0,66.0,80.0,205.0,4995.0,46.0,58.0,"4,0",53547
Iowa,Dickinson,80.536959763,17258,5841,224.0,17,26,22,25,5.0,13.0,76.0,12.0,70.0,2679.0,55.0,62.0,"2,9",66211
Iowa,Dubuque,80.368781592,97311,25302,948.0,17,37,24,28,4.0,78.0,81.0,157.0,161.0,8826.0,56.0,58.0,"2,6",62481
Iowa,Emmet,77.592832541,9208,4110,128.0,19,36,29,23,7.0,7.0,76.0,23.0,250.0,2603.0,53.0,55.0,"2,6",55635
Iowa,Fayette,78.881676711,19650,14737,262.0,20,39,28,25,6.0,7.0,36.0,9.0,46.0,1880.0,51.0,38.0,"3,6",53142
